Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-02-11,S004,P0001,Electronics,North,324,235,107,20.92,15,Sunny,1,20.35,Autumn
2022-02-11,S004,P0002,Furniture,South,310,178,117,53.68,10,Sunny,1,54.29,Summer
2022-02-11,S004,P0003,Groceries,North,425,29,173,97.94,20,Cloudy,1,95.55,Winter
2022-02-11,S004,P0004,Electronics,South,293,180,65,72.37,20,Cloudy,0,70.64,Winter
2022-02-11,S004,P0005,Furniture,West,448,185,143,68.3,10,Sunny,1,69.12,Autumn
2022-02-11,S004,P0006,Toys,North,142,84,94,35.25,0,Rainy,1,37.36,Autumn
2022-02-11,S004,P0007,Groceries,South,422,162,26,29.71,10,Cloudy,1,28.32,Summer
2022-02-11,S004,P0008,Clothing,South,377,297,45,43.99,5,Snowy,1,39.96,Spring
2022-02-11,S004,P0009,Toys,South,463,431,120,39.37,20,Rainy,1,34.54,Summer
2022-02-11,S004,P0010,Electronics,North,276,102,198,84.77,15,Snowy,1,87.81,Winter
2022-02-11,S004,P0011,Furniture,North,71,3,100,22.27,15,Cloudy,1,25.77,Winter
2022-02-11,S004,P0012,Toys,South,92,75,86,41.93,5,Snowy,1,40.6,Autumn
2022-02-11,S004,P0013,Furniture,West,405,46,77,12.46,5,Sunny,0,14.89,Spring
2022-02-11,S004,P0014,Groceries,East,478,68,114,38.11,15,Rainy,0,41.05,Spring
2022-02-11,S004,P0015,Electronics,East,277,218,151,22.21,20,Sunny,1,20.35,Spring
2022-02-11,S004,P0016,Toys,North,81,49,138,13.25,0,Rainy,0,17.71,Winter
2022-02-11,S004,P0017,Clothing,South,234,48,171,78.53,20,Snowy,1,76.83,Autumn
2022-02-11,S004,P0018,Furniture,West,56,38,146,87.75,20,Snowy,0,88.11,Autumn
2022-02-11,S004,P0019,Groceries,East,415,164,164,11.43,10,Sunny,0,9.5,Winter
2022-02-11,S004,P0020,Groceries,South,310,92,178,94.87,5,Sunny,1,96.52,Summer
2022-02-11,S005,P0001,Electronics,South,62,13,148,47.48,15,Cloudy,0,43.88,Winter
2022-02-11,S005,P0002,Furniture,East,324,262,44,66.31,10,Sunny,1,69.4,Winter
2022-02-11,S005,P0003,Toys,North,260,158,178,29.98,0,Rainy,0,26.49,Winter
2022-02-11,S005,P0004,Toys,South,420,58,35,10.59,15,Rainy,1,14.45,Spring
2022-02-11,S005,P0005,Toys,East,465,75,140,23.61,5,Snowy,0,25.84,Spring
2022-02-11,S005,P0006,Clothing,South,106,80,155,27.19,10,Sunny,1,29.15,Winter
2022-02-11,S005,P0007,Groceries,West,131,51,120,28.72,5,Rainy,0,28.76,Summer
2022-02-11,S005,P0008,Furniture,East,436,81,60,45.5,0,Rainy,0,45.24,Winter
2022-02-11,S005,P0009,Toys,South,426,177,160,77.22,20,Sunny,1,81.97,Autumn
2022-02-11,S005,P0010,Groceries,South,276,162,20,87.42,15,Cloudy,1,88.48,Spring
2022-02-11,S005,P0011,Toys,South,83,58,80,10.29,15,Snowy,1,13.23,Spring
2022-02-11,S005,P0012,Furniture,West,479,130,187,43.15,15,Sunny,0,45.46,Spring
2022-02-11,S005,P0013,Clothing,South,85,37,57,66.49,15,Cloudy,0,65.09,Summer
2022-02-11,S005,P0014,Groceries,East,371,314,102,88.57,20,Snowy,1,86.86,Winter
2022-02-11,S005,P0015,Toys,North,422,295,92,48.26,15,Sunny,0,48.94,Summer
2022-02-11,S005,P0016,Groceries,East,152,35,93,26.36,20,Rainy,0,24.54,Summer
2022-02-11,S005,P0017,Clothing,South,100,42,90,17.45,10,Sunny,0,13.08,Summer
2022-02-11,S005,P0018,Toys,East,313,29,141,24.72,10,Snowy,1,20.0,Winter
2022-02-11,S005,P0019,Toys,North,365,303,140,65.52,10,Sunny,1,68.91,Spring
2022-02-11,S005,P0020,Groceries,South,324,164,39,49.69,5,Snowy,1,47.96,Summer
2022-02-12,S001,P0001,Toys,South,358,29,54,64.4,15,Sunny,1,61.19,Autumn
2022-02-12,S001,P0002,Toys,South,138,34,94,86.92,20,Sunny,0,83.56,Winter
2022-02-12,S001,P0003,Groceries,South,104,87,137,76.56,10,Cloudy,0,80.04,Autumn
2022-02-12,S001,P0004,Electronics,South,258,12,139,20.28,0,Cloudy,1,20.08,Spring
2022-02-12,S001,P0005,Clothing,North,294,269,87,33.78,0,Cloudy,0,34.47,Winter
2022-02-12,S001,P0006,Toys,West,111,95,149,24.39,20,Snowy,1,21.89,Autumn
2022-02-12,S001,P0007,Electronics,North,412,165,116,45.68,15,Rainy,1,41.17,Autumn
2022-02-12,S001,P0008,Electronics,East,326,180,20,97.72,5,Rainy,1,102.47,Winter
2022-02-12,S001,P0009,Toys,East,350,0,184,10.31,10,Snowy,1,12.22,Winter
2022-02-12,S001,P0010,Groceries,West,276,204,42,55.7,5,Snowy,0,55.46,Spring
2022-02-12,S001,P0011,Toys,North,392,152,164,50.89,5,Cloudy,1,47.1,Autumn
2022-02-12,S001,P0012,Toys,North,160,152,163,31.36,5,Cloudy,0,33.95,Winter
2022-02-12,S001,P0013,Furniture,North,474,1,55,94.78,20,Snowy,0,97.25,Spring
2022-02-12,S001,P0014,Toys,East,51,7,77,68.1,5,Sunny,1,64.25,Summer
2022-02-12,S001,P0015,Groceries,North,130,17,101,60.35,15,Cloudy,0,60.78,Summer
2022-02-12,S001,P0016,Toys,East,484,100,147,90.11,20,Sunny,0,88.25,Autumn
2022-02-12,S001,P0017,Furniture,North,182,36,111,62.41,20,Rainy,0,67.39,Winter
2022-02-12,S001,P0018,Groceries,North,84,54,40,77.63,0,Snowy,0,78.4,Winter
2022-02-12,S001,P0019,Clothing,North,438,264,60,64.12,20,Sunny,1,62.06,Autumn
2022-02-12,S001,P0020,Clothing,West,353,83,134,13.1,0,Sunny,0,16.86,Summer
2022-02-12,S002,P0001,Groceries,North,289,27,185,84.12,5,Snowy,0,80.38,Summer
2022-02-12,S002,P0002,Electronics,East,62,49,166,52.39,0,Cloudy,0,54.26,Autumn
2022-02-12,S002,P0003,Groceries,East,92,85,41,26.0,10,Snowy,1,28.37,Autumn
2022-02-12,S002,P0004,Electronics,South,414,412,110,62.44,15,Sunny,0,64.94,Spring
2022-02-12,S002,P0005,Clothing,South,200,105,101,10.5,15,Cloudy,1,7.27,Autumn
2022-02-12,S002,P0006,Groceries,South,143,9,107,19.17,0,Rainy,0,19.37,Autumn
2022-02-12,S002,P0007,Toys,West,115,9,88,33.4,5,Sunny,0,33.38,Autumn
2022-02-12,S002,P0008,Clothing,North,201,189,67,81.74,15,Sunny,1,82.7,Summer
2022-02-12,S002,P0009,Furniture,West,274,219,173,25.39,20,Rainy,0,28.5,Summer
2022-02-12,S002,P0010,Electronics,West,201,179,178,80.18,15,Sunny,0,76.83,Winter
2022-02-12,S002,P0011,Groceries,North,450,449,108,24.16,0,Snowy,0,27.61,Spring
2022-02-12,S002,P0012,Clothing,North,311,165,59,63.7,20,Cloudy,1,64.26,Spring
2022-02-12,S002,P0013,Groceries,East,440,15,94,57.53,0,Snowy,0,55.51,Spring
2022-02-12,S002,P0014,Electronics,North,140,109,77,70.82,20,Snowy,1,67.68,Winter
2022-02-12,S002,P0015,Furniture,North,404,112,133,73.51,10,Sunny,1,69.2,Spring
2022-02-12,S002,P0016,Toys,North,343,266,62,74.07,0,Cloudy,0,77.22,Spring
2022-02-12,S002,P0017,Electronics,East,53,0,40,75.6,0,Rainy,1,71.17,Summer
2022-02-12,S002,P0018,Groceries,East,499,32,20,32.84,0,Cloudy,1,28.24,Winter
2022-02-12,S002,P0019,Electronics,East,111,12,179,59.21,20,Rainy,1,57.01,Summer
2022-02-12,S002,P0020,Furniture,North,380,3,147,31.94,10,Rainy,1,34.89,Autumn
2022-02-12,S003,P0001,Toys,North,122,20,45,85.8,0,Rainy,0,90.7,Spring
2022-02-12,S003,P0002,Groceries,West,327,107,71,43.28,5,Sunny,1,44.67,Autumn
2022-02-12,S003,P0003,Toys,East,496,12,129,20.47,10,Rainy,1,21.78,Summer
2022-02-12,S003,P0004,Furniture,South,100,80,140,56.32,5,Rainy,0,54.98,Spring
2022-02-12,S003,P0005,Furniture,South,259,257,151,93.09,20,Sunny,1,90.07,Summer
2022-02-12,S003,P0006,Groceries,East,380,193,131,49.02,15,Cloudy,1,44.42,Winter
2022-02-12,S003,P0007,Groceries,West,346,309,130,33.07,5,Sunny,1,29.86,Winter
2022-02-12,S003,P0008,Furniture,West,463,300,119,27.7,20,Cloudy,0,32.36,Autumn
2022-02-12,S003,P0009,Electronics,East,485,133,176,99.51,0,Snowy,0,99.21,Winter
2022-02-12,S003,P0010,Groceries,South,136,119,28,33.67,10,Sunny,0,37.79,Autumn
2022-02-12,S003,P0011,Groceries,North,447,323,172,87.75,20,Rainy,0,82.8,Autumn
2022-02-12,S003,P0012,Furniture,North,372,142,106,37.59,15,Rainy,0,38.36,Autumn
2022-02-12,S003,P0013,Furniture,West,500,45,56,11.88,10,Cloudy,0,10.51,Autumn
2022-02-12,S003,P0014,Toys,West,332,219,99,46.41,15,Rainy,0,41.85,Summer
2022-02-12,S003,P0015,Furniture,East,107,19,52,62.71,20,Sunny,0,58.48,Summer
2022-02-12,S003,P0016,Clothing,South,363,191,24,89.54,15,Rainy,0,91.54,Autumn
2022-02-12,S003,P0017,Groceries,South,282,242,199,85.58,0,Cloudy,1,87.55,Spring
2022-02-12,S003,P0018,Toys,West,164,89,165,39.84,10,Rainy,0,39.75,Summer
2022-02-12,S003,P0019,Furniture,North,406,382,134,22.48,0,Rainy,1,26.57,Autumn
2022-02-12,S003,P0020,Furniture,West,142,62,178,35.02,5,Snowy,1,38.21,Spring
2022-02-12,S004,P0001,Toys,South,452,179,144,76.97,15,Cloudy,0,78.32,Summer
2022-02-12,S004,P0002,Groceries,South,364,280,97,52.52,10,Rainy,0,53.38,Winter
2022-02-12,S004,P0003,Furniture,West,99,75,66,68.08,20,Sunny,1,70.16,Autumn
2022-02-12,S004,P0004,Groceries,South,353,313,144,78.74,20,Cloudy,0,80.51,Summer
2022-02-12,S004,P0005,Clothing,East,414,298,106,39.05,20,Sunny,0,39.34,Autumn
2022-02-12,S004,P0006,Toys,East,333,323,24,20.82,10,Rainy,1,24.34,Spring
2022-02-12,S004,P0007,Groceries,West,350,104,55,70.27,0,Cloudy,0,69.94,Autumn
2022-02-12,S004,P0008,Clothing,West,408,378,177,64.44,10,Sunny,0,59.47,Summer
2022-02-12,S004,P0009,Electronics,South,252,183,137,23.88,15,Rainy,1,26.15,Summer
2022-02-12,S004,P0010,Clothing,East,58,23,128,44.13,10,Sunny,0,41.28,Winter
2022-02-12,S004,P0011,Clothing,East,151,146,112,85.66,15,Rainy,0,84.66,Summer
2022-02-12,S004,P0012,Furniture,North,432,239,84,85.18,20,Snowy,1,87.55,Spring
2022-02-12,S004,P0013,Electronics,East,117,59,179,91.65,15,Snowy,1,94.77,Summer
2022-02-12,S004,P0014,Electronics,West,360,116,121,84.85,10,Rainy,0,80.54,Spring
2022-02-12,S004,P0015,Furniture,East,266,174,74,48.61,5,Sunny,1,49.89,Spring
2022-02-12,S004,P0016,Clothing,West,406,124,183,95.0,5,Rainy,0,92.61,Autumn
2022-02-12,S004,P0017,Furniture,North,126,84,153,78.66,15,Cloudy,0,81.38,Summer
2022-02-12,S004,P0018,Furniture,East,117,61,143,35.93,10,Rainy,1,35.53,Autumn
2022-02-12,S004,P0019,Groceries,North,176,94,127,82.6,5,Snowy,0,86.98,Summer
2022-02-12,S004,P0020,Clothing,West,300,11,193,80.91,10,Cloudy,1,85.5,Autumn
2022-02-12,S005,P0001,Electronics,North,275,92,48,32.75,10,Rainy,1,33.3,Spring
2022-02-12,S005,P0002,Electronics,North,182,44,51,62.88,5,Cloudy,1,61.17,Autumn
2022-02-12,S005,P0003,Clothing,East,485,230,155,55.06,5,Sunny,1,50.45,Spring
2022-02-12,S005,P0004,Furniture,South,493,420,60,38.17,10,Snowy,0,35.38,Summer
2022-02-12,S005,P0005,Clothing,South,295,37,131,26.99,0,Sunny,0,27.75,Winter
2022-02-12,S005,P0006,Toys,West,287,179,39,86.95,15,Snowy,1,90.63,Winter
2022-02-12,S005,P0007,Furniture,East,234,39,138,91.39,15,Rainy,1,87.45,Spring
2022-02-12,S005,P0008,Furniture,South,141,73,142,33.46,5,Rainy,0,38.19,Autumn
2022-02-12,S005,P0009,Clothing,South,289,29,60,10.24,20,Rainy,1,6.21,Autumn
2022-02-12,S005,P0010,Electronics,South,432,209,124,84.96,20,Cloudy,1,86.77,Winter
2022-02-12,S005,P0011,Electronics,West,89,68,145,84.43,15,Cloudy,1,83.71,Summer
2022-02-12,S005,P0012,Electronics,North,498,484,158,34.5,15,Cloudy,1,35.58,Summer
2022-02-12,S005,P0013,Groceries,South,308,201,93,47.73,15,Rainy,1,42.77,Summer
2022-02-12,S005,P0014,Clothing,East,98,42,179,52.19,5,Rainy,0,51.17,Autumn
2022-02-12,S005,P0015,Groceries,North,326,284,119,98.0,10,Sunny,0,98.87,Winter
2022-02-12,S005,P0016,Clothing,West,78,14,170,64.77,15,Rainy,0,62.54,Winter
2022-02-12,S005,P0017,Groceries,South,423,170,144,74.41,0,Sunny,1,76.62,Autumn
2022-02-12,S005,P0018,Electronics,West,449,135,182,78.67,0,Snowy,0,78.47,Autumn
2022-02-12,S005,P0019,Groceries,East,470,192,135,86.94,5,Rainy,0,85.04,Autumn
2022-02-12,S005,P0020,Electronics,North,95,12,108,88.45,5,Snowy,1,85.52,Summer
2022-02-13,S001,P0001,Clothing,North,229,149,161,85.19,10,Rainy,0,85.28,Spring
2022-02-13,S001,P0002,Groceries,North,388,171,145,30.44,15,Snowy,1,25.52,Spring
2022-02-13,S001,P0003,Toys,West,222,172,36,33.94,15,Snowy,1,37.3,Summer
2022-02-13,S001,P0004,Electronics,North,258,6,115,85.42,20,Sunny,0,81.73,Spring
2022-02-13,S001,P0005,Clothing,North,427,269,174,34.66,15,Cloudy,1,33.8,Winter
2022-02-13,S001,P0006,Furniture,North,159,5,192,14.97,5,Sunny,1,16.35,Spring
2022-02-13,S001,P0007,Toys,North,186,2,61,24.51,5,Rainy,0,25.33,Spring
2022-02-13,S001,P0008,Furniture,East,208,18,188,71.74,0,Cloudy,1,68.48,Spring
2022-02-13,S001,P0009,Toys,West,492,157,132,70.88,15,Cloudy,1,68.16,Autumn
2022-02-13,S001,P0010,Clothing,West,376,159,88,82.12,5,Cloudy,0,81.23,Autumn
2022-02-13,S001,P0011,Groceries,North,320,190,127,51.54,0,Cloudy,1,55.35,Autumn
2022-02-13,S001,P0012,Groceries,North,435,214,194,79.15,10,Rainy,1,81.32,Spring
2022-02-13,S001,P0013,Groceries,North,355,232,62,77.39,5,Sunny,1,82.04,Autumn
2022-02-13,S001,P0014,Furniture,South,150,6,165,78.17,15,Snowy,1,78.65,Winter
2022-02-13,S001,P0015,Clothing,West,473,30,68,17.65,0,Cloudy,0,21.95,Spring
2022-02-13,S001,P0016,Electronics,South,182,114,118,53.05,0,Sunny,0,48.15,Winter
2022-02-13,S001,P0017,Electronics,South,175,77,132,31.3,10,Cloudy,0,31.16,Autumn
2022-02-13,S001,P0018,Electronics,South,320,94,187,12.15,15,Rainy,0,9.65,Summer
2022-02-13,S001,P0019,Electronics,West,70,58,89,94.38,20,Snowy,1,90.35,Autumn
2022-02-13,S001,P0020,Furniture,West,314,13,167,86.26,5,Rainy,0,81.39,Autumn
2022-02-13,S002,P0001,Groceries,North,150,14,130,38.46,5,Rainy,0,35.7,Winter
2022-02-13,S002,P0002,Toys,South,62,30,158,63.7,0,Sunny,1,63.03,Summer
2022-02-13,S002,P0003,Clothing,West,179,19,63,31.59,10,Sunny,0,34.37,Winter
2022-02-13,S002,P0004,Groceries,North,340,284,24,41.14,15,Rainy,1,44.69,Spring
2022-02-13,S002,P0005,Toys,South,112,76,49,48.83,0,Cloudy,1,44.06,Autumn
2022-02-13,S002,P0006,Electronics,West,350,77,122,69.01,0,Cloudy,0,64.77,Winter
2022-02-13,S002,P0007,Furniture,West,323,256,76,77.15,15,Sunny,0,72.91,Spring
2022-02-13,S002,P0008,Furniture,North,132,97,178,40.71,0,Sunny,1,39.63,Summer
2022-02-13,S002,P0009,Groceries,North,159,91,189,95.75,5,Rainy,1,93.47,Winter
2022-02-13,S002,P0010,Groceries,East,96,31,192,24.9,20,Cloudy,0,21.22,Autumn
2022-02-13,S002,P0011,Groceries,North,158,18,43,29.82,0,Cloudy,0,25.41,Winter
2022-02-13,S002,P0012,Electronics,East,166,137,50,55.35,20,Snowy,0,55.76,Winter
2022-02-13,S002,P0013,Clothing,East,392,289,87,39.13,0,Cloudy,1,36.11,Summer
2022-02-13,S002,P0014,Groceries,North,140,37,192,67.77,20,Snowy,0,65.94,Autumn
2022-02-13,S002,P0015,Furniture,East,268,134,161,41.13,10,Cloudy,0,44.44,Autumn
2022-02-13,S002,P0016,Furniture,South,244,102,109,89.45,20,Sunny,0,90.33,Autumn
2022-02-13,S002,P0017,Toys,North,165,62,43,62.01,20,Sunny,1,64.2,Spring
2022-02-13,S002,P0018,Clothing,East,127,34,167,30.5,10,Snowy,1,26.54,Autumn
2022-02-13,S002,P0019,Toys,West,396,332,91,78.29,10,Snowy,1,75.41,Spring
2022-02-13,S002,P0020,Clothing,East,410,282,173,55.86,20,Sunny,0,53.47,Winter
2022-02-13,S003,P0001,Electronics,West,70,42,192,63.4,15,Rainy,0,64.4,Winter
2022-02-13,S003,P0002,Toys,North,364,194,126,79.77,0,Sunny,0,81.51,Autumn
2022-02-13,S003,P0003,Groceries,West,435,180,115,22.57,0,Cloudy,1,23.12,Winter
2022-02-13,S003,P0004,Groceries,West,291,145,118,42.17,0,Cloudy,0,39.17,Summer
2022-02-13,S003,P0005,Clothing,South,190,91,62,54.84,20,Cloudy,1,57.38,Winter
2022-02-13,S003,P0006,Toys,North,148,94,176,17.11,5,Cloudy,1,17.4,Winter
2022-02-13,S003,P0007,Electronics,South,281,67,159,16.96,5,Sunny,0,17.3,Spring
2022-02-13,S003,P0008,Electronics,East,473,98,41,22.37,20,Snowy,0,17.58,Spring
2022-02-13,S003,P0009,Clothing,West,384,66,169,13.15,0,Rainy,0,14.86,Autumn
2022-02-13,S003,P0010,Clothing,West,56,17,65,49.19,15,Snowy,0,52.38,Winter
2022-02-13,S003,P0011,Toys,South,229,216,44,69.67,5,Rainy,0,74.56,Spring
2022-02-13,S003,P0012,Furniture,South,187,62,58,71.52,20,Cloudy,0,67.58,Summer
2022-02-13,S003,P0013,Clothing,West,458,239,112,25.41,15,Cloudy,1,25.73,Winter
2022-02-13,S003,P0014,Clothing,South,368,160,127,38.82,15,Cloudy,0,42.69,Summer
2022-02-13,S003,P0015,Clothing,South,407,224,165,60.87,15,Cloudy,0,63.98,Summer
2022-02-13,S003,P0016,Clothing,South,212,98,178,98.69,15,Rainy,1,100.7,Spring
2022-02-13,S003,P0017,Toys,East,216,197,68,15.48,10,Snowy,0,16.28,Autumn
2022-02-13,S003,P0018,Clothing,South,447,100,99,63.82,0,Rainy,1,66.15,Summer
2022-02-13,S003,P0019,Electronics,West,417,149,194,44.73,0,Cloudy,1,48.47,Autumn
2022-02-13,S003,P0020,Electronics,South,184,145,167,68.88,15,Snowy,0,66.09,Winter
2022-02-13,S004,P0001,Toys,North,452,60,68,40.0,15,Snowy,1,35.95,Summer
2022-02-13,S004,P0002,Furniture,North,236,65,157,11.03,0,Rainy,1,11.48,Autumn
2022-02-13,S004,P0003,Furniture,West,114,101,188,33.14,5,Snowy,1,29.74,Summer
2022-02-13,S004,P0004,Toys,East,53,43,155,93.85,15,Sunny,0,95.33,Spring
2022-02-13,S004,P0005,Furniture,West,340,21,28,70.89,20,Snowy,1,66.11,Winter
2022-02-13,S004,P0006,Electronics,North,61,52,63,55.43,10,Rainy,0,52.24,Winter
2022-02-13,S004,P0007,Furniture,West,241,13,166,54.64,0,Rainy,1,50.52,Winter
2022-02-13,S004,P0008,Clothing,East,50,6,35,50.08,5,Cloudy,0,48.46,Summer
2022-02-13,S004,P0009,Electronics,South,51,44,27,84.07,10,Cloudy,0,83.39,Autumn
2022-02-13,S004,P0010,Electronics,East,59,25,169,23.08,10,Cloudy,1,23.8,Spring
2022-02-13,S004,P0011,Electronics,East,216,105,107,30.09,0,Rainy,1,30.32,Summer
2022-02-13,S004,P0012,Furniture,South,99,82,91,99.54,10,Rainy,1,100.94,Winter
2022-02-13,S004,P0013,Electronics,East,174,136,40,72.05,5,Sunny,0,67.1,Winter
2022-02-13,S004,P0014,Clothing,South,489,275,189,47.36,0,Cloudy,1,43.2,Autumn
2022-02-13,S004,P0015,Electronics,West,120,97,74,38.34,10,Cloudy,1,39.17,Winter
2022-02-13,S004,P0016,Groceries,South,492,129,105,48.32,5,Cloudy,0,48.88,Summer
2022-02-13,S004,P0017,Groceries,North,73,2,189,48.38,0,Snowy,1,51.75,Winter
2022-02-13,S004,P0018,Toys,South,83,71,46,37.09,20,Snowy,1,36.35,Summer
2022-02-13,S004,P0019,Furniture,East,230,71,40,17.54,0,Cloudy,1,14.92,Winter
2022-02-13,S004,P0020,Electronics,North,223,136,200,68.41,15,Cloudy,0,64.92,Spring
2022-02-13,S005,P0001,Clothing,West,99,5,26,10.42,10,Rainy,1,9.36,Spring
2022-02-13,S005,P0002,Electronics,West,205,204,192,85.97,0,Rainy,0,81.9,Winter
2022-02-13,S005,P0003,Clothing,South,107,94,123,57.34,15,Rainy,1,56.55,Autumn
2022-02-13,S005,P0004,Furniture,South,294,168,149,42.37,0,Cloudy,1,45.51,Autumn
2022-02-13,S005,P0005,Electronics,South,426,34,173,98.47,10,Snowy,0,97.73,Winter
2022-02-13,S005,P0006,Groceries,North,451,316,109,12.48,5,Sunny,0,14.81,Summer
2022-02-13,S005,P0007,Furniture,West,79,10,114,65.75,5,Rainy,1,63.82,Spring
2022-02-13,S005,P0008,Electronics,South,204,192,22,70.05,5,Sunny,1,71.39,Winter
2022-02-13,S005,P0009,Toys,East,317,126,117,66.31,0,Sunny,0,67.45,Winter
2022-02-13,S005,P0010,Toys,West,193,3,36,12.91,20,Rainy,0,9.16,Autumn
2022-02-13,S005,P0011,Electronics,East,270,51,135,10.95,5,Snowy,0,10.38,Spring
2022-02-13,S005,P0012,Groceries,West,318,205,174,72.99,15,Snowy,1,71.03,Summer
2022-02-13,S005,P0013,Electronics,South,308,39,154,88.18,20,Cloudy,1,83.62,Spring
2022-02-13,S005,P0014,Clothing,East,449,317,137,43.4,20,Rainy,0,46.08,Autumn
2022-02-13,S005,P0015,Toys,North,474,167,150,57.73,0,Sunny,1,61.17,Winter
2022-02-13,S005,P0016,Electronics,East,218,140,148,25.72,15,Sunny,0,24.99,Autumn
2022-02-13,S005,P0017,Toys,West,277,100,45,60.92,5,Rainy,0,63.54,Summer
2022-02-13,S005,P0018,Groceries,South,196,89,28,65.49,15,Sunny,1,69.2,Summer
2022-02-13,S005,P0019,Toys,South,194,0,189,79.57,20,Snowy,1,75.45,Spring
2022-02-13,S005,P0020,Toys,West,119,61,155,70.86,20,Sunny,0,72.11,Summer
2022-02-14,S001,P0001,Clothing,North,429,259,156,97.41,10,Snowy,1,93.97,Winter
2022-02-14,S001,P0002,Groceries,North,123,89,114,61.63,0,Sunny,0,62.22,Winter
2022-02-14,S001,P0003,Toys,North,158,67,131,64.55,0,Cloudy,1,63.11,Autumn
2022-02-14,S001,P0004,Electronics,South,361,322,30,61.92,20,Sunny,1,58.34,Spring
2022-02-14,S001,P0005,Toys,South,160,136,24,15.71,5,Snowy,1,12.21,Spring
2022-02-14,S001,P0006,Electronics,South,216,198,166,99.06,20,Rainy,0,96.18,Winter
2022-02-14,S001,P0007,Furniture,East,445,252,92,44.18,20,Sunny,1,46.65,Autumn
2022-02-14,S001,P0008,Furniture,North,82,58,108,76.43,20,Sunny,1,78.21,Autumn
2022-02-14,S001,P0009,Electronics,West,147,47,144,43.34,20,Snowy,1,46.79,Summer
2022-02-14,S001,P0010,Toys,North,497,139,199,86.24,15,Rainy,1,81.81,Autumn
2022-02-14,S001,P0011,Electronics,East,179,109,114,82.56,20,Sunny,1,78.17,Spring
2022-02-14,S001,P0012,Clothing,North,417,109,157,68.62,0,Cloudy,1,65.56,Spring
2022-02-14,S001,P0013,Furniture,South,391,361,123,38.04,5,Cloudy,1,40.15,Spring
2022-02-14,S001,P0014,Electronics,West,211,45,100,93.41,10,Rainy,0,97.55,Autumn
2022-02-14,S001,P0015,Furniture,North,470,260,57,57.67,0,Cloudy,0,59.76,Autumn
2022-02-14,S001,P0016,Electronics,North,203,114,119,62.81,5,Rainy,1,58.19,Autumn
2022-02-14,S001,P0017,Clothing,East,233,71,98,29.7,15,Cloudy,1,34.29,Winter
2022-02-14,S001,P0018,Toys,West,220,24,26,25.58,5,Snowy,1,24.3,Summer
2022-02-14,S001,P0019,Clothing,North,357,297,176,95.48,20,Cloudy,0,92.3,Autumn
2022-02-14,S001,P0020,Furniture,West,71,1,21,76.59,10,Sunny,1,77.41,Spring
2022-02-14,S002,P0001,Electronics,West,209,82,52,39.81,10,Cloudy,0,41.16,Summer
2022-02-14,S002,P0002,Groceries,South,208,194,38,94.1,20,Cloudy,1,95.23,Summer
2022-02-14,S002,P0003,Clothing,East,94,73,45,29.83,20,Snowy,0,26.44,Winter
2022-02-14,S002,P0004,Clothing,East,77,15,117,31.83,5,Sunny,0,28.48,Autumn
2022-02-14,S002,P0005,Furniture,North,180,78,64,33.96,10,Cloudy,1,33.05,Autumn
2022-02-14,S002,P0006,Toys,North,297,261,85,56.21,5,Sunny,0,55.96,Autumn
2022-02-14,S002,P0007,Furniture,South,136,52,174,64.44,10,Snowy,1,62.01,Autumn
2022-02-14,S002,P0008,Electronics,West,215,101,61,86.27,0,Sunny,1,84.65,Autumn
2022-02-14,S002,P0009,Furniture,South,464,144,55,66.64,15,Snowy,0,68.37,Winter
2022-02-14,S002,P0010,Clothing,South,378,31,66,23.27,10,Snowy,0,21.45,Spring
2022-02-14,S002,P0011,Electronics,East,303,236,110,83.01,20,Rainy,1,80.43,Spring
2022-02-14,S002,P0012,Toys,South,59,2,198,87.55,0,Snowy,1,88.84,Winter
2022-02-14,S002,P0013,Furniture,South,363,189,145,28.97,15,Cloudy,1,31.44,Autumn
2022-02-14,S002,P0014,Toys,North,64,43,118,50.42,10,Cloudy,1,49.31,Autumn
2022-02-14,S002,P0015,Toys,West,96,47,143,40.58,10,Rainy,0,37.88,Autumn
2022-02-14,S002,P0016,Groceries,West,138,121,161,74.5,0,Rainy,1,71.86,Autumn
2022-02-14,S002,P0017,Electronics,North,278,147,125,31.46,5,Snowy,0,32.58,Summer
2022-02-14,S002,P0018,Clothing,West,204,172,77,85.78,15,Cloudy,0,82.93,Spring
2022-02-14,S002,P0019,Clothing,East,425,373,137,49.97,20,Sunny,0,52.12,Spring
2022-02-14,S002,P0020,Electronics,East,186,181,65,77.54,5,Sunny,0,74.04,Summer
2022-02-14,S003,P0001,Toys,North,219,5,33,37.75,10,Cloudy,0,38.09,Spring
2022-02-14,S003,P0002,Toys,West,338,255,139,86.36,5,Cloudy,1,88.09,Autumn
2022-02-14,S003,P0003,Furniture,East,321,214,65,54.53,15,Cloudy,1,59.41,Autumn
2022-02-14,S003,P0004,Groceries,South,353,302,57,11.66,5,Sunny,0,7.81,Summer
2022-02-14,S003,P0005,Groceries,East,369,302,147,33.41,0,Rainy,0,35.83,Spring
2022-02-14,S003,P0006,Toys,East,410,293,61,93.61,10,Rainy,1,97.11,Spring
2022-02-14,S003,P0007,Electronics,West,265,58,23,51.37,0,Rainy,1,55.56,Spring
