Product ID,Category,Inventory Level,Units Sold,Price,Discount,Demand Forecast,Inventory Gap,Days of Inventory,Inventory Status,Suggested Order,Competitor Pricing
P0010,Furniture,75,41,63.92,20,39.91,35.09,1.9,Overstock,0.0,64.71
P0011,Toys,431,147,79.78,5,154.39,276.61,2.8,Overstock,0.0,81.33
P0012,Groceries,371,155,62.93,15,160.33,210.67,2.3,Overstock,0.0,63.92
P0013,Toys,438,140,19.53,15,138.16,299.84000000000003,3.2,Overstock,0.0,19.4
P0014,Toys,401,19,81.87,5,28.33,372.67,14.2,Overstock,0.0,79.15
P0015,Furniture,85,55,61.96,0,64.86,20.14,1.3,Overstock,0.0,58.07
P0016,Furniture,455,0,85.87,0,6.13,448.87,74.2,Overstock,0.0,87.42
P0017,Electronics,350,140,14.95,20,150.45,199.55,2.3,Overstock,0.0,15.9
P0018,Clothing,252,249,26.72,15,249.91,2.0900000000000034,1.0,Healthy,0.0,21.95
P0019,Toys,212,172,12.52,20,168.68,43.31999999999999,1.3,Overstock,0.0,15.62
P0020,Clothing,206,186,14.92,5,177.46,28.539999999999992,1.2,Overstock,0.0,18.68
P0001,Toys,117,56,86.04,5,53.75,63.25,2.2,Overstock,0.0,81.07
P0002,Clothing,190,120,74.3,5,137.15,52.849999999999994,1.4,Overstock,0.0,72.1
P0003,Clothing,428,69,17.11,15,83.95,344.05,5.1,Overstock,0.0,15.17
P0004,Furniture,192,75,18.7,0,70.08,121.92,2.7,Overstock,0.0,17.92
P0005,Furniture,413,381,54.86,20,373.76,39.24000000000001,1.1,Overstock,0.0,56.19
P0006,Groceries,272,135,42.46,10,125.95,146.05,2.2,Overstock,0.0,38.97
P0007,Furniture,135,103,93.11,15,118.36,16.64,1.1,Overstock,0.0,90.38
P0008,Electronics,325,57,91.67,15,61.59,263.40999999999997,5.3,Overstock,0.0,88.24
P0009,Toys,183,51,26.43,10,49.0,134.0,3.7,Overstock,0.0,25.06
P0010,Toys,318,88,47.42,20,96.15,221.85,3.3,Overstock,0.0,47.05
P0011,Clothing,344,85,44.87,20,95.72,248.28,3.6,Overstock,0.0,47.68
P0012,Clothing,160,110,72.84,15,101.55,58.45,1.6,Overstock,0.0,70.6
P0013,Clothing,456,278,99.75,0,269.05,186.95,1.7,Overstock,0.0,95.45
P0014,Clothing,349,133,34.59,0,141.8,207.2,2.5,Overstock,0.0,36.49
P0015,Clothing,347,66,29.6,20,61.35,285.65,5.7,Overstock,0.0,25.02
P0016,Groceries,220,87,25.45,20,101.74,118.26,2.2,Overstock,0.0,21.68
P0017,Electronics,357,255,99.83,15,265.46,91.54000000000002,1.3,Overstock,0.0,102.31
P0018,Groceries,397,45,81.74,5,58.21,338.79,6.8,Overstock,0.0,85.2
P0019,Groceries,124,38,57.1,0,43.68,80.32,2.8,Overstock,0.0,60.27
P0020,Toys,69,54,39.56,0,71.39,-2.3900000000000006,1.0,Healthy,0.0,36.11
P0001,Electronics,377,183,96.87,20,201.19,175.81,1.9,Overstock,0.0,98.07
P0002,Clothing,183,105,58.48,15,98.76,84.24,1.9,Overstock,0.0,54.39
P0003,Toys,189,164,42.67,10,177.14,11.860000000000014,1.1,Overstock,0.0,46.48
P0004,Electronics,196,194,45.48,20,197.17,-1.1699999999999875,1.0,Healthy,0.0,50.13
P0005,Toys,268,158,43.8,5,164.67,103.33000000000001,1.6,Overstock,0.0,40.33
P0006,Furniture,302,117,44.27,10,121.45,180.55,2.5,Overstock,0.0,48.66
P0007,Furniture,92,62,85.52,20,76.93,15.069999999999993,1.2,Overstock,0.0,89.21
P0008,Electronics,214,210,81.81,15,219.85,-5.849999999999994,1.0,Healthy,0.0,78.81
P0009,Electronics,346,28,70.06,10,23.8,322.2,14.5,Overstock,0.0,67.53
P0010,Furniture,144,116,99.57,0,132.16,11.840000000000003,1.1,Overstock,0.0,104.55
P0011,Clothing,88,81,55.82,15,89.38,-1.3799999999999955,1.0,Healthy,0.0,54.5
P0012,Toys,332,98,83.08,15,109.93,222.07,3.0,Overstock,0.0,82.92
P0013,Clothing,119,60,90.09,15,55.65,63.35,2.1,Overstock,0.0,91.39
P0014,Electronics,129,49,77.55,5,52.79,76.21000000000001,2.4,Overstock,0.0,78.74
P0015,Groceries,207,126,38.47,0,133.2,73.80000000000001,1.6,Overstock,0.0,36.35
P0016,Clothing,92,43,88.87,0,48.86,43.14,1.9,Overstock,0.0,88.02
P0017,Electronics,162,65,62.16,0,83.34,78.66,1.9,Overstock,0.0,66.55
P0018,Groceries,73,2,52.2,0,3.94,69.06,18.5,Overstock,0.0,53.05
P0019,Electronics,371,269,75.29,5,273.06,97.94,1.4,Overstock,0.0,75.13
P0020,Toys,71,26,67.42,10,40.17,30.83,1.8,Overstock,0.0,67.09
P0001,Toys,169,40,57.66,0,34.49,134.51,4.9,Overstock,0.0,53.25
P0002,Groceries,250,6,19.15,0,23.41,226.59,10.7,Overstock,0.0,22.2
P0003,Furniture,377,141,36.06,5,150.98,226.02,2.5,Overstock,0.0,40.67
P0004,Toys,481,471,33.81,20,484.7,-3.6999999999999886,1.0,Healthy,0.0,37.23
P0005,Furniture,152,126,88.11,15,119.08,32.92,1.3,Overstock,0.0,86.9
P0006,Clothing,174,123,54.23,20,117.33,56.67,1.5,Overstock,0.0,54.44
P0007,Clothing,487,382,90.75,10,399.83,87.17000000000002,1.2,Overstock,0.0,87.41
P0008,Furniture,210,73,79.25,10,83.21,126.79,2.5,Overstock,0.0,77.64
P0009,Furniture,224,31,57.13,15,32.39,191.61,6.9,Overstock,0.0,59.08
P0010,Toys,140,42,33.46,5,32.03,107.97,4.4,Overstock,0.0,32.33
P0011,Toys,61,57,38.78,5,72.52,-11.519999999999996,0.8,Stockout Risk,11.519999999999996,40.65
P0012,Clothing,321,172,31.8,20,189.52,131.48,1.7,Overstock,0.0,32.08
P0013,Electronics,192,118,32.54,10,119.27,72.73,1.6,Overstock,0.0,29.34
P0014,Clothing,400,125,55.38,10,129.07,270.93,3.1,Overstock,0.0,51.37
P0015,Groceries,57,56,76.63,15,46.98,10.020000000000003,1.2,Overstock,0.0,76.01
P0016,Electronics,427,190,54.83,20,205.08,221.92,2.1,Overstock,0.0,51.3
P0017,Toys,272,97,23.25,20,113.82,158.18,2.4,Overstock,0.0,25.51
P0018,Groceries,220,196,37.16,0,213.2,6.800000000000011,1.0,Healthy,0.0,34.55
P0019,Electronics,127,117,67.83,5,108.58,18.42,1.2,Overstock,0.0,68.37
P0020,Furniture,288,134,40.17,5,129.21,158.79,2.2,Overstock,0.0,43.66
P0001,Groceries,489,452,29.14,10,442.38,46.620000000000005,1.1,Overstock,0.0,29.25
P0002,Electronics,227,194,61.3,15,212.82,14.180000000000007,1.1,Overstock,0.0,62.92
P0003,Furniture,57,16,78.97,15,17.72,39.28,3.2,Overstock,0.0,80.48
P0004,Electronics,288,111,34.09,0,125.83,162.17000000000002,2.3,Overstock,0.0,33.14
P0005,Groceries,478,120,87.09,20,132.56,345.44,3.6,Overstock,0.0,85.46
P0006,Clothing,430,7,84.98,20,-0.12,430.12,-3583.3,Overstock,0.0,82.43
P0007,Groceries,74,20,18.17,15,11.14,62.86,6.6,Overstock,0.0,19.04
P0008,Furniture,409,262,27.4,10,258.29,150.70999999999998,1.6,Overstock,0.0,30.53
P0009,Groceries,476,461,67.72,0,476.79,-0.7900000000000205,1.0,Healthy,0.0,66.38
P0010,Clothing,239,112,29.39,15,115.12,123.88,2.1,Overstock,0.0,25.29
P0011,Toys,371,13,31.3,15,15.02,355.98,24.7,Overstock,0.0,34.38
P0012,Toys,72,37,85.7,10,51.82,20.18,1.4,Overstock,0.0,88.36
P0013,Groceries,118,84,17.86,15,92.33,25.67,1.3,Overstock,0.0,19.32
P0014,Toys,280,107,95.42,15,121.64,158.36,2.3,Overstock,0.0,95.06
P0015,Toys,166,83,13.53,15,98.38,67.62,1.7,Overstock,0.0,12.15
P0016,Toys,142,39,14.2,0,47.73,94.27000000000001,3.0,Overstock,0.0,11.39
P0017,Groceries,316,97,26.79,15,102.89,213.11,3.1,Overstock,0.0,22.61
P0018,Clothing,279,149,47.77,0,163.2,115.80000000000001,1.7,Overstock,0.0,43.02
P0019,Toys,113,91,63.76,0,89.88,23.120000000000005,1.3,Overstock,0.0,68.37
P0020,Clothing,284,25,37.37,10,37.21,246.79,7.6,Overstock,0.0,32.91
P0001,Groceries,448,320,85.07,0,317.69,130.31,1.4,Overstock,0.0,83.87
P0002,Furniture,496,470,40.15,10,486.2,9.800000000000011,1.0,Healthy,0.0,44.31
P0003,Electronics,459,375,79.37,20,385.86,73.13999999999999,1.2,Overstock,0.0,74.87
P0004,Groceries,143,114,68.24,20,123.36,19.64,1.2,Overstock,0.0,70.79
P0005,Toys,172,30,10.06,0,31.68,140.32,5.4,Overstock,0.0,6.66
P0006,Groceries,300,150,10.95,15,168.07,131.93,1.8,Overstock,0.0,12.08
P0007,Groceries,282,39,61.29,20,32.02,249.98,8.8,Overstock,0.0,56.96
P0008,Toys,499,91,64.25,15,98.75,400.25,5.1,Overstock,0.0,69.17
P0009,Electronics,193,87,76.1,0,104.89,88.11,1.8,Overstock,0.0,80.92
P0010,Clothing,101,75,75.27,15,90.19,10.810000000000002,1.1,Overstock,0.0,75.16
P0011,Clothing,426,209,80.68,5,220.92,205.08,1.9,Overstock,0.0,78.68
P0012,Furniture,113,99,37.37,5,107.77,5.230000000000004,1.0,Healthy,0.0,40.77
P0013,Furniture,73,37,60.66,20,40.35,32.65,1.8,Overstock,0.0,58.16
P0014,Toys,130,68,85.56,15,73.65,56.349999999999994,1.8,Overstock,0.0,87.15
P0015,Groceries,243,189,47.25,20,205.48,37.52000000000001,1.2,Overstock,0.0,46.55
P0016,Electronics,461,292,14.81,10,284.94,176.06,1.6,Overstock,0.0,12.3
P0017,Electronics,488,140,21.39,5,137.71,350.28999999999996,3.5,Overstock,0.0,26.0
P0018,Toys,158,131,70.45,5,129.49,28.50999999999999,1.2,Overstock,0.0,73.58
P0019,Groceries,223,92,13.88,10,100.85,122.15,2.2,Overstock,0.0,16.58
P0020,Toys,415,225,95.19,10,217.46,197.54,1.9,Overstock,0.0,91.79
P0001,Clothing,264,87,71.56,15,85.6,178.4,3.1,Overstock,0.0,71.49
P0002,Electronics,320,156,66.04,15,161.22,158.78,2.0,Overstock,0.0,68.39
P0003,Toys,239,122,60.69,10,116.64,122.36,2.0,Overstock,0.0,60.33
P0004,Groceries,344,311,69.69,5,301.08,42.920000000000016,1.1,Overstock,0.0,71.52
P0005,Furniture,184,161,66.47,5,161.82,22.180000000000007,1.1,Overstock,0.0,66.63
P0006,Electronics,250,2,51.66,15,-5.47,255.47,-45.7,Overstock,0.0,53.24
P0007,Furniture,471,32,81.5,0,47.57,423.43,9.9,Overstock,0.0,84.1
P0008,Toys,246,149,74.62,15,144.56,101.44,1.7,Overstock,0.0,75.46
P0009,Electronics,403,376,41.1,5,384.49,18.50999999999999,1.0,Healthy,0.0,42.59
P0010,Electronics,292,79,73.13,10,92.48,199.51999999999998,3.2,Overstock,0.0,77.42
P0011,Toys,163,82,68.37,20,95.06,67.94,1.7,Overstock,0.0,67.25
P0012,Furniture,266,127,72.13,10,134.57,131.43,2.0,Overstock,0.0,70.02
P0013,Toys,412,138,49.32,15,140.95,271.05,2.9,Overstock,0.0,51.63
P0014,Clothing,345,209,34.92,5,221.45,123.55000000000001,1.6,Overstock,0.0,35.0
P0015,Toys,175,72,26.54,5,67.15,107.85,2.6,Overstock,0.0,23.79
P0016,Clothing,174,94,43.85,10,105.53,68.47,1.6,Overstock,0.0,42.32
P0017,Clothing,170,84,22.15,5,89.57,80.43,1.9,Overstock,0.0,21.59
P0018,Clothing,411,327,32.79,5,342.36,68.63999999999999,1.2,Overstock,0.0,31.81
P0019,Clothing,279,24,91.77,10,38.77,240.23,7.2,Overstock,0.0,87.47
P0020,Toys,463,169,41.76,0,166.94,296.06,2.8,Overstock,0.0,43.85
P0001,Electronics,278,18,62.7,5,26.93,251.07,10.3,Overstock,0.0,63.65
P0002,Toys,151,137,97.88,5,129.26,21.74000000000001,1.2,Overstock,0.0,93.69
P0003,Electronics,200,84,39.43,5,100.84,99.16,2.0,Overstock,0.0,38.44
P0004,Clothing,67,22,34.27,15,33.11,33.89,2.0,Overstock,0.0,35.15
P0005,Electronics,459,402,11.83,0,412.87,46.129999999999995,1.1,Overstock,0.0,8.14
P0006,Electronics,180,128,29.9,15,120.47,59.53,1.5,Overstock,0.0,32.52
P0007,Groceries,357,0,55.64,20,11.98,345.02,29.8,Overstock,0.0,55.48
P0008,Furniture,207,27,99.21,5,38.65,168.35,5.4,Overstock,0.0,95.2
P0009,Furniture,262,256,21.84,15,249.65,12.349999999999994,1.0,Healthy,0.0,23.77
P0010,Clothing,333,278,65.05,15,287.78,45.22000000000003,1.2,Overstock,0.0,68.9
P0011,Clothing,391,61,24.57,5,68.99,322.01,5.7,Overstock,0.0,23.22
P0012,Electronics,153,87,24.65,10,88.89,64.11,1.7,Overstock,0.0,28.69
P0013,Electronics,474,165,38.39,15,177.21,296.78999999999996,2.7,Overstock,0.0,42.25
P0014,Clothing,431,389,38.49,15,404.82,26.180000000000007,1.1,Overstock,0.0,41.72
P0015,Furniture,214,51,16.74,5,50.29,163.71,4.3,Overstock,0.0,11.94
P0016,Electronics,469,249,87.31,15,251.91,217.09,1.9,Overstock,0.0,91.9
P0017,Clothing,191,108,83.59,10,115.29,75.71,1.7,Overstock,0.0,88.35
P0018,Electronics,151,83,32.11,10,82.42,68.58,1.8,Overstock,0.0,34.75
P0019,Groceries,318,3,86.06,15,13.92,304.08,22.8,Overstock,0.0,81.81
P0020,Furniture,428,164,40.34,5,183.0,245.0,2.3,Overstock,0.0,45.12
P0001,Toys,389,185,37.31,10,191.56,197.44,2.0,Overstock,0.0,34.21
P0002,Groceries,376,23,22.1,0,21.75,354.25,17.3,Overstock,0.0,19.12
P0003,Electronics,447,209,30.29,20,226.09,220.91,2.0,Overstock,0.0,33.8
P0004,Toys,125,89,80.89,10,89.13,35.870000000000005,1.4,Overstock,0.0,82.09
P0005,Furniture,138,1,37.4,15,12.72,125.28,10.8,Overstock,0.0,33.47
P0006,Toys,177,146,88.85,5,158.08,18.919999999999987,1.1,Overstock,0.0,85.37
P0007,Clothing,460,299,96.05,5,294.08,165.92000000000002,1.6,Overstock,0.0,95.93
P0008,Clothing,236,193,95.71,10,201.14,34.860000000000014,1.2,Overstock,0.0,97.16
P0009,Furniture,364,137,45.99,15,142.65,221.35,2.6,Overstock,0.0,50.18
P0010,Furniture,145,115,43.55,15,105.49,39.510000000000005,1.4,Overstock,0.0,41.28
P0011,Clothing,290,31,45.54,0,32.58,257.42,8.9,Overstock,0.0,49.65
P0012,Electronics,256,51,31.08,0,58.07,197.93,4.4,Overstock,0.0,36.05
P0013,Groceries,181,82,37.49,5,94.5,86.5,1.9,Overstock,0.0,37.12
P0014,Toys,496,139,53.61,0,133.41,362.59000000000003,3.7,Overstock,0.0,51.31
P0015,Toys,385,291,10.24,0,283.8,101.19999999999999,1.4,Overstock,0.0,10.89
P0016,Groceries,329,248,62.77,5,265.54,63.45999999999998,1.2,Overstock,0.0,64.33
P0017,Electronics,295,235,79.47,15,251.53,43.47,1.2,Overstock,0.0,75.98
P0018,Groceries,84,33,94.71,0,46.79,37.21,1.8,Overstock,0.0,97.27
P0019,Groceries,415,91,25.63,0,81.62,333.38,5.1,Overstock,0.0,24.21
P0020,Toys,117,94,35.35,15,87.81,29.189999999999998,1.3,Overstock,0.0,34.55
P0001,Electronics,422,288,43.71,15,298.22,123.77999999999997,1.4,Overstock,0.0,44.73
P0002,Groceries,203,115,46.39,15,128.89,74.11000000000001,1.6,Overstock,0.0,43.49
P0003,Clothing,132,92,71.85,10,105.57,26.430000000000007,1.3,Overstock,0.0,72.81
P0004,Clothing,347,155,89.7,20,172.88,174.12,2.0,Overstock,0.0,86.44
P0005,Electronics,386,99,76.18,20,91.48,294.52,4.2,Overstock,0.0,75.12
P0006,Toys,407,285,33.66,10,283.37,123.63,1.4,Overstock,0.0,34.89
P0007,Electronics,451,33,68.97,20,43.21,407.79,10.4,Overstock,0.0,66.3
P0008,Clothing,101,51,68.29,20,53.96,47.04,1.9,Overstock,0.0,68.02
P0009,Furniture,109,29,92.08,5,28.7,80.3,3.8,Overstock,0.0,95.77
P0010,Groceries,296,215,42.27,0,222.34,73.66,1.3,Overstock,0.0,39.87
P0011,Electronics,330,110,80.86,20,105.26,224.74,3.1,Overstock,0.0,79.55
P0012,Clothing,488,245,40.09,0,250.89,237.11,1.9,Overstock,0.0,42.25
P0013,Toys,387,139,90.88,5,148.44,238.56,2.6,Overstock,0.0,89.03
P0014,Toys,113,92,65.52,20,89.73,23.269999999999996,1.3,Overstock,0.0,64.18
P0015,Electronics,278,211,73.55,0,204.11,73.88999999999999,1.4,Overstock,0.0,71.26
P0016,Clothing,67,18,95.54,5,20.84,46.16,3.2,Overstock,0.0,90.87
P0017,Electronics,159,151,32.15,5,149.88,9.120000000000005,1.1,Overstock,0.0,31.87
P0018,Toys,286,13,49.36,20,19.39,266.61,14.7,Overstock,0.0,50.55
P0019,Furniture,235,195,69.49,5,187.03,47.97,1.3,Overstock,0.0,73.51
P0020,Toys,157,32,87.22,20,49.94,107.06,3.1,Overstock,0.0,86.04
P0001,Toys,412,133,89.29,15,127.35,284.65,3.2,Overstock,0.0,86.77
P0002,Clothing,110,30,89.51,15,25.46,84.53999999999999,4.3,Overstock,0.0,92.55
P0003,Electronics,228,138,68.66,15,138.32,89.68,1.6,Overstock,0.0,67.85
P0004,Electronics,434,403,46.56,5,393.83,40.170000000000016,1.1,Overstock,0.0,44.79
P0005,Furniture,172,150,57.33,5,162.44,9.560000000000002,1.1,Overstock,0.0,54.55
P0006,Furniture,194,76,53.08,5,83.17,110.83,2.3,Overstock,0.0,51.05
P0007,Furniture,303,153,10.09,10,170.43,132.57,1.8,Overstock,0.0,11.83
P0008,Clothing,385,11,34.68,0,2.93,382.07,131.4,Overstock,0.0,38.36
P0009,Clothing,394,143,11.09,0,159.25,234.75,2.5,Overstock,0.0,11.93
P0010,Electronics,332,108,90.51,15,116.45,215.55,2.9,Overstock,0.0,88.59
P0011,Furniture,58,12,10.47,15,12.98,45.019999999999996,4.5,Overstock,0.0,15.01
P0012,Furniture,359,140,44.36,0,148.5,210.5,2.4,Overstock,0.0,47.66
P0013,Toys,223,102,36.87,10,95.44,127.56,2.3,Overstock,0.0,33.08
P0014,Furniture,182,88,11.83,15,86.14,95.86,2.1,Overstock,0.0,12.64
P0015,Furniture,265,223,58.0,15,222.87,42.129999999999995,1.2,Overstock,0.0,57.59
P0016,Electronics,496,364,98.11,15,362.32,133.68,1.4,Overstock,0.0,100.92
P0017,Electronics,397,249,28.39,15,267.54,129.45999999999998,1.5,Overstock,0.0,30.54
P0018,Electronics,209,166,90.79,5,179.88,29.120000000000005,1.2,Overstock,0.0,88.19
P0019,Groceries,294,235,94.69,20,254.99,39.00999999999999,1.2,Overstock,0.0,97.39
P0020,Toys,486,130,10.04,15,131.38,354.62,3.7,Overstock,0.0,6.81
P0001,Electronics,87,1,33.78,5,-7.76,94.76,-11.2,Overstock,0.0,29.88
P0002,Toys,230,161,64.81,5,160.11,69.88999999999999,1.4,Overstock,0.0,62.19
P0003,Furniture,445,9,11.74,15,2.71,442.29,164.2,Overstock,0.0,16.58
P0004,Clothing,485,114,62.29,0,126.89,358.11,3.8,Overstock,0.0,64.66
P0005,Furniture,86,40,57.45,15,46.21,39.79,1.9,Overstock,0.0,58.7
P0006,Furniture,111,97,71.53,0,88.7,22.299999999999997,1.3,Overstock,0.0,66.78
P0007,Clothing,424,411,57.36,5,415.12,8.879999999999995,1.0,Healthy,0.0,53.08
P0008,Toys,484,57,95.55,20,61.81,422.19,7.8,Overstock,0.0,94.73
P0009,Toys,196,72,85.09,20,89.62,106.38,2.2,Overstock,0.0,81.46
P0010,Electronics,152,97,26.02,10,88.3,63.7,1.7,Overstock,0.0,28.54
P0011,Clothing,381,175,39.76,10,191.07,189.93,2.0,Overstock,0.0,39.27
P0012,Groceries,321,155,17.31,15,162.34,158.66,2.0,Overstock,0.0,15.13
P0013,Groceries,283,101,12.31,20,112.81,170.19,2.5,Overstock,0.0,13.79
P0014,Clothing,495,138,13.07,0,134.6,360.4,3.7,Overstock,0.0,13.29
P0015,Toys,364,331,94.53,5,344.37,19.629999999999995,1.1,Overstock,0.0,94.86
P0016,Groceries,292,79,38.19,10,70.21,221.79000000000002,4.2,Overstock,0.0,42.86
P0017,Electronics,406,221,11.81,20,216.33,189.67,1.9,Overstock,0.0,15.29
P0018,Groceries,324,13,34.29,10,9.99,314.01,32.4,Overstock,0.0,36.55
P0019,Toys,153,68,34.7,20,73.57,79.43,2.1,Overstock,0.0,30.27
P0020,Furniture,315,15,31.98,20,32.29,282.71,9.8,Overstock,0.0,30.22
P0001,Electronics,166,9,30.57,15,27.59,138.41,6.0,Overstock,0.0,28.75
P0002,Clothing,155,29,79.53,0,40.4,114.6,3.8,Overstock,0.0,79.6
P0003,Toys,128,73,68.61,10,72.84,55.16,1.8,Overstock,0.0,72.11
P0004,Groceries,429,68,21.91,20,87.69,341.31,4.9,Overstock,0.0,19.44
P0005,Furniture,109,61,20.89,0,69.74,39.260000000000005,1.6,Overstock,0.0,19.3
P0006,Clothing,324,221,64.97,10,229.89,94.11000000000001,1.4,Overstock,0.0,67.42
P0007,Furniture,434,218,11.61,5,218.5,215.5,2.0,Overstock,0.0,8.05
P0008,Furniture,206,135,14.56,5,127.07,78.93,1.6,Overstock,0.0,12.92
P0009,Electronics,290,36,67.36,10,40.85,249.15,7.1,Overstock,0.0,65.49
P0010,Toys,91,49,49.93,15,53.9,37.1,1.7,Overstock,0.0,45.29
P0011,Furniture,150,113,97.71,10,120.87,29.129999999999995,1.2,Overstock,0.0,96.71
P0012,Electronics,439,186,89.34,20,202.39,236.61,2.2,Overstock,0.0,86.02
P0013,Groceries,150,20,14.36,20,16.62,133.38,9.0,Overstock,0.0,18.58
P0014,Clothing,401,42,31.69,20,54.18,346.82,7.4,Overstock,0.0,35.06
P0015,Electronics,266,60,32.47,20,60.03,205.97,4.4,Overstock,0.0,36.91
P0016,Electronics,269,135,52.56,20,146.57,122.43,1.8,Overstock,0.0,52.96
P0017,Groceries,327,227,39.87,15,230.42,96.58000000000001,1.4,Overstock,0.0,43.5
P0018,Electronics,454,432,27.22,10,435.32,18.680000000000007,1.0,Healthy,0.0,27.01
P0019,Groceries,429,404,13.56,0,414.08,14.920000000000016,1.0,Healthy,0.0,12.3
P0020,Toys,350,34,75.26,15,43.89,306.11,8.0,Overstock,0.0,78.48
P0001,Clothing,139,13,11.2,15,16.55,122.45,8.4,Overstock,0.0,8.59
P0002,Electronics,139,106,20.29,5,105.4,33.599999999999994,1.3,Overstock,0.0,21.16
P0003,Toys,97,90,50.2,5,91.17,5.829999999999998,1.1,Overstock,0.0,48.67
P0004,Electronics,409,309,51.82,0,303.79,105.20999999999998,1.3,Overstock,0.0,52.24
P0005,Groceries,310,280,37.24,20,280.97,29.029999999999973,1.1,Overstock,0.0,41.7
P0006,Clothing,81,78,46.86,15,73.1,7.900000000000006,1.1,Overstock,0.0,48.96
P0007,Groceries,192,52,31.57,5,59.41,132.59,3.2,Overstock,0.0,28.87
P0008,Clothing,125,105,54.2,5,99.39,25.61,1.3,Overstock,0.0,51.96
P0009,Toys,308,228,41.53,20,229.17,78.83000000000001,1.3,Overstock,0.0,45.53
P0010,Clothing,476,46,36.48,20,63.72,412.28,7.5,Overstock,0.0,40.18
P0011,Furniture,181,83,32.84,5,99.53,81.47,1.8,Overstock,0.0,35.24
P0012,Clothing,64,56,54.3,0,52.36,11.64,1.2,Overstock,0.0,57.04
P0013,Toys,59,51,12.22,20,52.55,6.450000000000003,1.1,Overstock,0.0,13.53
P0014,Groceries,373,128,62.01,20,127.7,245.3,2.9,Overstock,0.0,63.52
P0015,Electronics,128,20,66.18,15,33.83,94.17,3.8,Overstock,0.0,66.04
P0016,Groceries,279,73,86.73,0,72.5,206.5,3.8,Overstock,0.0,90.45
P0017,Electronics,229,95,43.21,15,111.11,117.89,2.1,Overstock,0.0,43.66
P0018,Groceries,51,41,31.72,20,49.54,1.4600000000000009,1.0,Healthy,0.0,30.24
P0019,Groceries,269,267,71.57,0,268.79,0.20999999999997954,1.0,Healthy,0.0,68.4
P0020,Furniture,437,357,77.35,5,353.17,83.82999999999998,1.2,Overstock,0.0,78.37
P0001,Groceries,348,334,47.06,10,329.4,18.600000000000023,1.1,Overstock,0.0,49.09
P0002,Toys,174,123,85.85,0,130.18,43.81999999999999,1.3,Overstock,0.0,81.74
P0003,Toys,342,46,67.85,5,60.0,282.0,5.7,Overstock,0.0,69.95
P0004,Groceries,214,176,26.73,20,178.73,35.27000000000001,1.2,Overstock,0.0,28.84
P0005,Groceries,106,94,67.53,0,86.2,19.799999999999997,1.2,Overstock,0.0,69.95
P0006,Toys,262,227,75.48,15,239.02,22.97999999999999,1.1,Overstock,0.0,72.78
P0007,Furniture,475,425,42.77,10,417.06,57.94,1.1,Overstock,0.0,39.31
P0008,Electronics,410,206,67.27,15,210.02,199.98,2.0,Overstock,0.0,69.88
P0009,Clothing,265,127,21.16,5,121.21,143.79000000000002,2.2,Overstock,0.0,25.89
P0010,Electronics,327,32,59.64,20,48.52,278.48,6.7,Overstock,0.0,57.23
P0011,Toys,313,267,30.89,10,279.94,33.06,1.1,Overstock,0.0,26.15
P0012,Clothing,227,182,58.97,0,178.19,48.81,1.3,Overstock,0.0,55.85
P0013,Electronics,256,155,45.5,15,168.09,87.91,1.5,Overstock,0.0,42.31
P0014,Toys,462,130,64.44,5,138.69,323.31,3.3,Overstock,0.0,60.32
P0015,Clothing,495,316,65.78,0,316.06,178.94,1.6,Overstock,0.0,64.22
P0016,Toys,258,211,63.45,5,211.18,46.81999999999999,1.2,Overstock,0.0,67.86
P0017,Electronics,316,156,61.11,10,171.34,144.66,1.8,Overstock,0.0,62.85
P0018,Clothing,217,116,92.82,20,133.29,83.71000000000001,1.6,Overstock,0.0,88.73
P0019,Electronics,207,2,19.72,10,10.08,196.92,20.5,Overstock,0.0,20.68
P0020,Groceries,241,104,42.98,10,112.28,128.72,2.1,Overstock,0.0,45.07
P0001,Toys,480,474,29.32,5,476.7,3.3000000000000114,1.0,Healthy,0.0,31.91
P0002,Toys,201,49,53.69,20,39.71,161.29,5.1,Overstock,0.0,51.61
P0003,Electronics,487,53,46.91,10,62.28,424.72,7.8,Overstock,0.0,48.41
P0004,Toys,245,19,69.06,20,12.95,232.05,18.9,Overstock,0.0,64.76
P0005,Furniture,431,1,23.86,10,-7.34,438.34,-58.7,Overstock,0.0,26.25
P0006,Toys,252,101,42.95,5,103.24,148.76,2.4,Overstock,0.0,41.4
P0007,Clothing,294,292,99.11,5,308.63,-14.629999999999995,1.0,Healthy,0.0,103.82
P0008,Furniture,305,47,70.89,20,47.73,257.27,6.4,Overstock,0.0,67.69
P0009,Furniture,461,40,93.96,15,32.77,428.23,14.1,Overstock,0.0,98.84
P0010,Clothing,120,60,94.34,5,61.93,58.07,1.9,Overstock,0.0,91.83
P0011,Groceries,56,46,78.15,0,50.01,5.990000000000002,1.1,Overstock,0.0,81.76
P0012,Groceries,274,208,16.22,15,201.76,72.24000000000001,1.4,Overstock,0.0,17.97
P0013,Furniture,345,2,72.21,5,9.86,335.14,35.0,Overstock,0.0,77.17
P0014,Groceries,67,46,62.05,15,49.75,17.25,1.3,Overstock,0.0,63.65
P0015,Toys,492,413,29.47,15,418.41,73.58999999999997,1.2,Overstock,0.0,24.6
P0016,Toys,282,165,84.6,10,171.63,110.37,1.6,Overstock,0.0,88.95
