Date,Store ID,Product ID,Inventory Level,Units Sold,Price,Discount,Holiday/Promotion,month,day_of_week,is_weekend,day_of_month,cat__Clothing,cat__Electronics,cat__Furniture,cat__Groceries,cat__Toys,seasonality_encoded,units_sold_lag1,units_sold_lag7,units_sold_7d_avg,units_sold_14d_avg,discount_amount,price_advantage
2022-07-31,S002,P0014,463,123,21.88,10,1,7,6,1,31,True,False,False,False,False,3,101.0,31.0,143.42857142857142,156.14285714285714,2.188,0.3100000000000023
2022-07-31,S002,P0015,95,74,55.4,0,0,7,6,1,31,False,False,False,True,False,2,354.0,8.0,166.28571428571428,165.35714285714286,0.0,3.200000000000003
2022-07-31,S002,P0016,196,40,34.28,15,1,7,6,1,31,False,False,True,False,False,2,76.0,370.0,199.57142857142858,217.07142857142858,5.142,-4.690000000000001
2022-07-31,S002,P0017,389,11,76.38,20,1,7,6,1,31,False,False,True,False,False,0,252.0,49.0,201.85714285714286,147.64285714285714,15.276,-4.47999999999999
2022-07-31,S002,P0018,117,7,51.75,0,1,7,6,1,31,False,False,True,False,False,0,106.0,0.0,71.71428571428571,120.35714285714286,0.0,2.969999999999999
2022-07-31,S002,P0019,202,135,50.17,0,1,7,6,1,31,True,False,False,False,False,0,121.0,295.0,98.71428571428571,158.85714285714286,0.0,-2.9200000000000017
2022-07-31,S002,P0020,152,53,96.31,0,1,7,6,1,31,False,False,False,True,False,2,271.0,6.0,193.42857142857142,183.57142857142858,0.0,-1.25
2022-07-31,S003,P0001,180,177,68.17,10,0,7,6,1,31,False,False,False,True,False,1,294.0,258.0,143.0,128.57142857142858,6.817,-3.930000000000007
2022-07-31,S003,P0002,232,131,86.56,20,0,7,6,1,31,False,True,False,False,False,0,36.0,63.0,120.57142857142857,146.42857142857142,17.312,-2.6700000000000017
2022-07-31,S003,P0003,54,7,43.34,15,1,7,6,1,31,False,False,False,False,True,3,99.0,32.0,158.28571428571428,155.85714285714286,6.501,-1.6500000000000057
2022-07-31,S003,P0004,312,251,46.34,20,0,7,6,1,31,False,True,False,False,False,3,180.0,153.0,162.0,141.5,9.268,1.9199999999999946
2022-07-31,S003,P0005,238,117,80.24,15,0,7,6,1,31,False,True,False,False,False,3,50.0,208.0,136.71428571428572,129.14285714285714,12.036,-3.75
2022-07-31,S003,P0006,56,51,75.67,15,1,7,6,1,31,False,True,False,False,False,3,220.0,123.0,133.57142857142858,162.64285714285714,11.3505,-3.6899999999999977
2022-07-31,S003,P0007,251,230,82.02,20,0,7,6,1,31,True,False,False,False,False,0,83.0,21.0,63.42857142857143,61.57142857142857,16.404,3.930000000000007
2022-07-31,S003,P0008,126,74,33.88,0,0,7,6,1,31,True,False,False,False,False,1,177.0,114.0,194.42857142857142,179.57142857142858,0.0,-3.580000000000002
2022-07-31,S003,P0009,235,130,16.21,5,0,7,6,1,31,False,False,False,False,True,1,41.0,31.0,126.42857142857143,102.71428571428571,0.8105000000000001,-3.0
2022-07-31,S003,P0010,125,17,94.04,10,0,7,6,1,31,False,False,True,False,False,1,115.0,181.0,159.14285714285714,165.57142857142858,9.404000000000002,1.7299999999999898
2022-07-31,S003,P0011,482,93,50.53,10,0,7,6,1,31,False,False,False,False,True,3,157.0,4.0,165.85714285714286,136.42857142857142,5.053000000000001,4.759999999999998
2022-07-31,S003,P0012,67,48,91.46,10,1,7,6,1,31,True,False,False,False,False,1,14.0,85.0,92.0,114.14285714285714,9.145999999999999,-3.3599999999999994
2022-07-31,S003,P0013,481,168,23.24,5,1,7,6,1,31,False,False,True,False,False,2,71.0,81.0,143.42857142857142,123.42857142857143,1.162,-0.17999999999999972
2022-07-31,S003,P0014,214,2,23.69,5,1,7,6,1,31,False,False,False,False,True,0,189.0,240.0,202.14285714285714,165.78571428571428,1.1845,-2.09
2022-07-31,S003,P0015,416,148,44.05,15,0,7,6,1,31,False,False,False,True,False,3,361.0,119.0,207.0,177.28571428571428,6.607499999999999,-2.9599999999999937
2022-07-31,S003,P0016,223,200,50.58,5,1,7,6,1,31,True,False,False,False,False,1,172.0,66.0,187.42857142857142,200.85714285714286,2.529,-1.4600000000000009
2022-07-31,S003,P0017,156,126,32.11,15,0,7,6,1,31,True,False,False,False,False,1,81.0,358.0,135.71428571428572,118.85714285714286,4.8165,2.1899999999999977
2022-07-31,S003,P0018,130,77,58.87,15,0,7,6,1,31,True,False,False,False,False,0,32.0,68.0,74.85714285714286,96.14285714285714,8.830499999999999,3.440000000000005
2022-07-31,S003,P0019,173,5,55.29,15,0,7,6,1,31,False,False,False,True,False,2,204.0,132.0,120.71428571428571,177.85714285714286,8.2935,2.509999999999998
2022-07-31,S003,P0020,323,234,40.56,0,0,7,6,1,31,False,False,False,False,True,1,78.0,341.0,169.14285714285714,158.35714285714286,0.0,-0.5900000000000034
2022-07-31,S004,P0001,276,250,74.05,5,1,7,6,1,31,False,False,False,True,False,2,11.0,248.0,98.28571428571429,117.35714285714286,3.7025,0.5400000000000063
2022-07-31,S004,P0002,197,168,53.57,0,0,7,6,1,31,False,False,False,False,True,1,59.0,1.0,102.42857142857143,145.0,0.0,-4.170000000000002
2022-07-31,S004,P0003,56,39,98.71,0,1,7,6,1,31,False,False,False,True,False,1,107.0,290.0,163.57142857142858,134.14285714285714,0.0,-4.769999999999996
2022-07-31,S004,P0004,120,6,53.34,5,0,7,6,1,31,False,False,False,False,True,3,32.0,49.0,107.14285714285714,109.5,2.6670000000000003,-1.1700000000000017
2022-07-31,S004,P0005,346,224,57.23,0,1,7,6,1,31,False,False,False,True,False,3,58.0,242.0,74.28571428571429,87.35714285714286,0.0,-4.159999999999997
2022-07-31,S004,P0006,377,70,76.77,20,1,7,6,1,31,False,False,False,True,False,1,90.0,157.0,78.57142857142857,113.57142857142857,15.354,4.799999999999997
2022-07-31,S004,P0007,73,0,52.61,10,0,7,6,1,31,False,False,False,False,True,3,43.0,195.0,157.85714285714286,169.35714285714286,5.261,-3.229999999999997
2022-07-31,S004,P0008,463,330,20.21,20,1,7,6,1,31,False,False,False,True,False,3,138.0,307.0,135.57142857142858,119.28571428571429,4.042000000000001,-0.7899999999999991
2022-07-31,S004,P0009,462,442,89.11,15,0,7,6,1,31,False,False,False,True,False,3,49.0,29.0,111.57142857142857,128.21428571428572,13.3665,-0.7900000000000063
2022-07-31,S004,P0010,462,123,44.69,15,0,7,6,1,31,False,True,False,False,False,1,2.0,111.0,165.28571428571428,145.71428571428572,6.703499999999999,-1.8599999999999994
2022-07-31,S004,P0011,353,239,31.32,10,0,7,6,1,31,False,False,True,False,False,0,57.0,48.0,106.57142857142857,117.85714285714286,3.132,1.0200000000000031
2022-07-31,S004,P0012,306,167,71.59,15,0,7,6,1,31,False,False,False,True,False,0,135.0,74.0,119.28571428571429,118.21428571428571,10.7385,2.469999999999999
2022-07-31,S004,P0013,388,291,63.12,0,0,7,6,1,31,False,False,False,False,True,2,17.0,189.0,117.57142857142857,139.64285714285714,0.0,3.500000000000007
2022-07-31,S004,P0014,260,229,19.05,0,0,7,6,1,31,False,False,False,False,True,2,62.0,46.0,200.28571428571428,168.92857142857142,0.0,0.6400000000000006
2022-07-31,S004,P0015,369,180,58.99,0,0,7,6,1,31,False,True,False,False,False,0,27.0,244.0,133.57142857142858,122.35714285714286,0.0,1.4099999999999966
2022-07-31,S004,P0016,101,40,62.94,5,0,7,6,1,31,False,False,False,False,True,2,209.0,7.0,108.71428571428571,142.57142857142858,3.1470000000000002,0.730000000000004
2022-07-31,S004,P0017,157,6,70.84,15,0,7,6,1,31,True,False,False,False,False,2,123.0,123.0,140.28571428571428,150.07142857142858,10.626,4.170000000000002
2022-07-31,S004,P0018,457,107,70.58,15,0,7,6,1,31,False,False,False,True,False,0,101.0,29.0,63.42857142857143,145.85714285714286,10.587,1.3900000000000006
2022-07-31,S004,P0019,142,124,57.35,5,1,7,6,1,31,False,False,True,False,False,3,196.0,30.0,172.85714285714286,144.78571428571428,2.8675,-4.780000000000001
2022-07-31,S004,P0020,245,227,46.81,10,0,7,6,1,31,False,True,False,False,False,0,133.0,46.0,164.42857142857142,178.28571428571428,4.681,-4.780000000000001
2022-07-31,S005,P0001,194,181,41.55,10,0,7,6,1,31,False,False,True,False,False,1,264.0,204.0,203.28571428571428,171.64285714285714,4.155,2.5
2022-07-31,S005,P0002,93,40,97.89,5,1,7,6,1,31,True,False,False,False,False,3,54.0,85.0,137.85714285714286,135.85714285714286,4.894500000000001,-3.9399999999999977
2022-07-31,S005,P0003,163,64,19.23,20,0,7,6,1,31,True,False,False,False,False,2,6.0,98.0,122.28571428571429,166.92857142857142,3.846,0.34999999999999787
2022-07-31,S005,P0004,88,33,46.07,20,1,7,6,1,31,True,False,False,False,False,2,140.0,61.0,91.85714285714286,110.78571428571429,9.214,3.960000000000001
2022-07-31,S005,P0005,292,166,19.3,5,0,7,6,1,31,False,True,False,False,False,2,229.0,79.0,184.71428571428572,147.21428571428572,0.9650000000000001,-3.5700000000000003
2022-07-31,S005,P0006,371,251,90.82,0,0,7,6,1,31,False,False,True,False,False,3,151.0,166.0,96.42857142857143,110.78571428571429,0.0,-0.10999999999999943
2022-07-31,S005,P0007,397,273,62.89,20,0,7,6,1,31,False,True,False,False,False,2,53.0,38.0,106.71428571428571,125.85714285714286,12.578000000000001,-1.5700000000000003
2022-07-31,S005,P0008,206,67,46.23,20,1,7,6,1,31,True,False,False,False,False,0,53.0,211.0,112.0,131.21428571428572,9.246,-1.4799999999999969
2022-07-31,S005,P0009,59,33,43.06,15,1,7,6,1,31,True,False,False,False,False,3,28.0,88.0,120.71428571428571,122.71428571428571,6.4590000000000005,0.21000000000000085
2022-07-31,S005,P0010,103,32,68.88,10,1,7,6,1,31,False,True,False,False,False,2,350.0,47.0,149.42857142857142,155.78571428571428,6.888,1.5700000000000074
2022-07-31,S005,P0011,439,23,44.05,10,0,7,6,1,31,False,False,True,False,False,0,1.0,42.0,67.42857142857143,108.21428571428571,4.405,0.060000000000002274
2022-07-31,S005,P0012,308,30,91.9,10,1,7,6,1,31,False,False,False,False,True,2,105.0,54.0,87.28571428571429,158.5,9.190000000000001,2.5999999999999943
2022-07-31,S005,P0013,300,56,17.68,15,0,7,6,1,31,False,True,False,False,False,2,118.0,217.0,201.57142857142858,188.42857142857142,2.6519999999999997,3.2600000000000016
2022-07-31,S005,P0014,169,58,57.54,10,1,7,6,1,31,False,False,False,False,True,3,234.0,106.0,209.57142857142858,173.64285714285714,5.7540000000000004,-4.630000000000003
2022-07-31,S005,P0015,393,230,10.84,20,0,7,6,1,31,False,True,False,False,False,2,13.0,275.0,176.28571428571428,163.21428571428572,2.168,-2.709999999999999
2022-07-31,S005,P0016,383,173,13.58,15,0,7,6,1,31,False,False,True,False,False,0,167.0,190.0,130.28571428571428,166.57142857142858,2.037,1.9499999999999993
2022-07-31,S005,P0017,405,44,36.38,5,1,7,6,1,31,False,False,False,False,True,1,38.0,415.0,163.57142857142858,138.42857142857142,1.8190000000000002,1.2899999999999991
2022-07-31,S005,P0018,311,290,98.68,5,1,7,6,1,31,False,False,False,True,False,3,36.0,90.0,50.714285714285715,111.0,4.934000000000001,-4.75
2022-07-31,S005,P0019,157,119,33.68,0,1,7,6,1,31,False,False,True,False,False,2,12.0,285.0,143.42857142857142,147.85714285714286,0.0,-0.25
2022-07-31,S005,P0020,246,204,61.48,0,1,7,6,1,31,False,False,False,True,False,1,82.0,122.0,75.85714285714286,123.42857142857143,0.0,-2.6999999999999957
2022-08-01,S001,P0001,73,67,28.22,15,1,8,0,0,1,False,False,True,False,False,0,322.0,34.0,209.42857142857142,185.71428571428572,4.233,1.3599999999999994
2022-08-01,S001,P0002,136,88,66.67,0,0,8,0,0,1,False,True,False,False,False,0,23.0,154.0,73.71428571428571,106.85714285714286,0.0,-1.6400000000000006
2022-08-01,S001,P0003,237,172,43.83,10,0,8,0,0,1,False,False,True,False,False,2,209.0,104.0,103.14285714285714,130.28571428571428,4.383,-4.530000000000001
2022-08-01,S001,P0004,421,129,57.94,20,1,8,0,0,1,False,False,False,True,False,1,59.0,2.0,141.57142857142858,146.21428571428572,11.588000000000001,3.8200000000000003
2022-08-01,S001,P0005,477,165,68.92,15,0,8,0,0,1,False,True,False,False,False,1,229.0,84.0,158.28571428571428,144.21428571428572,10.338,-4.439999999999998
2022-08-01,S001,P0006,333,144,18.59,5,0,8,0,0,1,False,False,False,False,True,2,38.0,60.0,93.85714285714286,120.0,0.9295,2.870000000000001
2022-08-01,S001,P0007,204,128,27.04,0,1,8,0,0,1,False,False,False,True,False,0,240.0,55.0,134.28571428571428,118.28571428571429,0.0,1.2200000000000024
2022-08-01,S001,P0008,93,66,97.58,10,1,8,0,0,1,False,False,False,False,True,3,276.0,170.0,182.57142857142858,164.07142857142858,9.758000000000001,4.109999999999999
2022-08-01,S001,P0009,121,24,58.92,5,0,8,0,0,1,True,False,False,False,False,0,103.0,92.0,117.14285714285714,112.5,2.946,1.1999999999999957
2022-08-01,S001,P0010,61,26,78.2,5,1,8,0,0,1,False,False,True,False,False,3,208.0,452.0,174.71428571428572,167.5,3.91,-2.1099999999999994
2022-08-01,S001,P0011,75,48,25.11,5,0,8,0,0,1,True,False,False,False,False,2,71.0,23.0,125.42857142857143,107.64285714285714,1.2555,2.9200000000000017
2022-08-01,S001,P0012,252,140,89.02,5,0,8,0,0,1,False,True,False,False,False,1,69.0,88.0,142.0,182.5,4.451,-4.179999999999993
2022-08-01,S001,P0013,412,331,29.97,5,0,8,0,0,1,False,False,True,False,False,1,36.0,31.0,74.71428571428571,133.42857142857142,1.4985,3.270000000000003
2022-08-01,S001,P0014,224,183,18.34,0,1,8,0,0,1,False,True,False,False,False,2,194.0,66.0,108.57142857142857,137.57142857142858,0.0,-0.9299999999999997
2022-08-01,S001,P0015,266,57,18.28,20,0,8,0,0,1,False,True,False,False,False,0,116.0,141.0,156.85714285714286,133.64285714285714,3.6560000000000006,-2.3400000000000016
2022-08-01,S001,P0016,276,254,43.4,10,1,8,0,0,1,False,True,False,False,False,1,51.0,193.0,137.85714285714286,144.14285714285714,4.34,1.6600000000000037
2022-08-01,S001,P0017,443,12,48.65,20,0,8,0,0,1,False,False,False,False,True,0,83.0,20.0,107.85714285714286,95.57142857142857,9.73,4.940000000000005
2022-08-01,S001,P0018,320,111,15.25,15,1,8,0,0,1,True,False,False,False,False,0,15.0,4.0,41.42857142857143,72.85714285714286,2.2875,0.6799999999999997
2022-08-01,S001,P0019,235,215,55.47,10,0,8,0,0,1,False,False,False,False,True,0,31.0,259.0,112.42857142857143,91.0,5.547000000000001,4.270000000000003
2022-08-01,S001,P0020,104,80,82.09,20,0,8,0,0,1,False,False,False,False,True,3,180.0,259.0,130.14285714285714,182.71428571428572,16.418000000000003,-3.3400000000000034
2022-08-01,S002,P0001,276,76,49.98,15,1,8,0,0,1,False,False,False,False,True,1,98.0,129.0,74.0,109.92857142857143,7.496999999999999,4.300000000000004
2022-08-01,S002,P0002,117,54,52.9,10,0,8,0,0,1,False,False,True,False,False,0,12.0,53.0,154.57142857142858,135.5,5.29,1.4400000000000048
2022-08-01,S002,P0003,72,4,23.3,0,0,8,0,0,1,False,False,False,False,True,2,62.0,9.0,168.0,125.42857142857143,0.0,0.6799999999999997
2022-08-01,S002,P0004,464,356,94.63,5,0,8,0,0,1,False,False,True,False,False,2,26.0,221.0,113.57142857142857,97.78571428571429,4.7315,-1.1199999999999903
2022-08-01,S002,P0005,177,171,13.95,10,0,8,0,0,1,False,False,False,True,False,2,39.0,164.0,160.28571428571428,127.64285714285714,1.395,4.170000000000002
2022-08-01,S002,P0006,185,181,64.05,10,0,8,0,0,1,False,True,False,False,False,1,184.0,122.0,145.28571428571428,121.14285714285714,6.405,3.719999999999999
2022-08-01,S002,P0007,212,108,65.8,0,0,8,0,0,1,False,True,False,False,False,2,208.0,21.0,90.0,100.5,0.0,2.519999999999996
2022-08-01,S002,P0008,143,98,88.58,15,0,8,0,0,1,False,False,False,True,False,2,172.0,457.0,186.71428571428572,151.5,13.286999999999999,-0.6499999999999915
2022-08-01,S002,P0009,491,102,96.28,0,1,8,0,0,1,False,True,False,False,False,1,45.0,127.0,118.57142857142857,130.78571428571428,0.0,-1.3100000000000023
2022-08-01,S002,P0010,272,49,93.27,10,0,8,0,0,1,False,False,False,True,False,0,46.0,110.0,83.57142857142857,102.71428571428571,9.327,2.3100000000000023
2022-08-01,S002,P0011,403,197,77.08,15,1,8,0,0,1,False,False,True,False,False,2,69.0,53.0,116.85714285714286,126.64285714285714,11.562,-2.5
2022-08-01,S002,P0012,250,250,36.53,20,0,8,0,0,1,False,False,True,False,False,0,61.0,339.0,127.85714285714286,132.71428571428572,7.306000000000001,3.240000000000002
2022-08-01,S002,P0013,139,77,20.73,10,0,8,0,0,1,False,False,False,False,True,1,254.0,295.0,216.57142857142858,189.42857142857142,2.073,1.4699999999999989
2022-08-01,S002,P0014,169,128,99.51,5,0,8,0,0,1,False,False,False,True,False,2,123.0,28.0,156.57142857142858,154.0,4.9755,2.9799999999999898
2022-08-01,S002,P0015,444,275,59.96,0,0,8,0,0,1,False,True,False,False,False,1,74.0,135.0,175.71428571428572,167.21428571428572,0.0,-2.4399999999999977
2022-08-01,S002,P0016,200,101,68.35,10,1,8,0,0,1,False,False,False,False,True,3,40.0,231.0,152.42857142857142,215.07142857142858,6.835,4.6000000000000085
2022-08-01,S002,P0017,319,111,31.47,10,0,8,0,0,1,False,False,True,False,False,2,11.0,266.0,196.42857142857142,140.57142857142858,3.1470000000000002,-0.3200000000000003
2022-08-01,S002,P0018,237,167,43.85,0,1,8,0,0,1,False,False,True,False,False,2,7.0,48.0,72.71428571428571,99.07142857142857,0.0,-1.9100000000000037
2022-08-01,S002,P0019,475,459,37.11,10,0,8,0,0,1,False,False,True,False,False,1,135.0,52.0,75.85714285714286,139.14285714285714,3.7110000000000003,-3.4200000000000017
2022-08-01,S002,P0020,270,235,19.66,10,1,8,0,0,1,False,True,False,False,False,2,53.0,296.0,200.14285714285714,175.14285714285714,1.9660000000000002,0.4299999999999997
2022-08-01,S003,P0001,150,140,73.05,10,0,8,0,0,1,False,False,True,False,False,2,177.0,86.0,131.42857142857142,132.71428571428572,7.305,-1.3400000000000034
2022-08-01,S003,P0002,253,238,97.01,0,0,8,0,0,1,False,False,False,True,False,2,131.0,75.0,130.28571428571428,155.78571428571428,0.0,-2.1400000000000006
2022-08-01,S003,P0003,352,75,19.55,20,1,8,0,0,1,True,False,False,False,False,3,7.0,150.0,154.71428571428572,147.5,3.91,-4.65
2022-08-01,S003,P0004,117,108,28.25,20,0,8,0,0,1,False,False,True,False,False,1,251.0,231.0,176.0,151.5,5.65,2.8299999999999983
2022-08-01,S003,P0005,399,253,42.74,15,0,8,0,0,1,False,True,False,False,False,3,117.0,37.0,123.71428571428571,134.71428571428572,6.4110000000000005,-0.2700000000000031
2022-08-01,S003,P0006,85,71,66.9,20,1,8,0,0,1,False,True,False,False,False,1,51.0,59.0,123.28571428571429,150.57142857142858,13.380000000000003,0.20999999999999375
2022-08-01,S003,P0007,429,117,64.79,10,1,8,0,0,1,True,False,False,False,False,2,230.0,13.0,93.28571428571429,69.57142857142857,6.479000000000001,-2.010000000000005
2022-08-01,S003,P0008,429,350,41.36,0,1,8,0,0,1,False,True,False,False,False,1,74.0,94.0,188.71428571428572,166.14285714285714,0.0,-4.399999999999999
2022-08-01,S003,P0009,70,34,55.66,15,0,8,0,0,1,True,False,False,False,False,0,130.0,237.0,140.57142857142858,107.21428571428571,8.348999999999998,3.260000000000005
2022-08-01,S003,P0010,133,97,87.95,15,1,8,0,0,1,False,False,False,True,False,0,17.0,54.0,135.71428571428572,154.57142857142858,13.1925,-4.180000000000007
2022-08-01,S003,P0011,146,70,31.63,0,1,8,0,0,1,True,False,False,False,False,1,93.0,309.0,178.57142857142858,139.5,0.0,2.5500000000000007
2022-08-01,S003,P0012,147,40,61.45,10,0,8,0,0,1,False,False,False,False,True,0,48.0,91.0,86.71428571428571,106.57142857142857,6.1450000000000005,2.039999999999999
2022-08-01,S003,P0013,264,14,99.29,0,0,8,0,0,1,False,False,False,True,False,0,168.0,100.0,155.85714285714286,123.64285714285714,0.0,-1.2000000000000028
2022-08-01,S003,P0014,427,357,14.82,5,0,8,0,0,1,False,False,True,False,False,3,2.0,168.0,168.14285714285714,161.07142857142858,0.7410000000000001,-0.40000000000000036
2022-08-01,S003,P0015,350,3,43.77,10,0,8,0,0,1,False,False,True,False,False,0,148.0,253.0,211.14285714285714,166.42857142857142,4.377000000000001,4.009999999999998
2022-08-01,S003,P0016,222,51,57.77,10,0,8,0,0,1,False,False,False,False,True,1,200.0,485.0,206.57142857142858,193.0,5.777000000000001,3.3200000000000003
2022-08-01,S003,P0017,162,16,80.11,10,1,8,0,0,1,False,False,False,False,True,2,126.0,16.0,102.57142857142857,127.71428571428571,8.011000000000001,-3.9399999999999977
2022-08-01,S003,P0018,405,211,74.46,15,1,8,0,0,1,False,False,False,False,True,3,77.0,68.0,76.14285714285714,101.07142857142857,11.168999999999999,-1.2199999999999989
2022-08-01,S003,P0019,250,112,84.22,20,0,8,0,0,1,True,False,False,False,False,0,5.0,128.0,102.57142857142857,170.35714285714286,16.844,3.25
2022-08-01,S003,P0020,168,54,88.06,20,0,8,0,0,1,True,False,False,False,False,2,234.0,81.0,153.85714285714286,145.28571428571428,17.612000000000002,2.259999999999991
2022-08-01,S004,P0001,77,64,92.2,10,1,8,0,0,1,True,False,False,False,False,1,250.0,9.0,98.57142857142857,112.42857142857143,9.22,-0.3400000000000034
2022-08-01,S004,P0002,483,64,55.13,15,0,8,0,0,1,False,False,False,False,True,1,168.0,235.0,126.28571428571429,132.92857142857142,8.2695,-1.7800000000000011
2022-08-01,S004,P0003,167,89,50.86,5,1,8,0,0,1,True,False,False,False,False,1,39.0,68.0,127.71428571428571,120.07142857142857,2.543,-2.8200000000000003
2022-08-01,S004,P0004,317,74,66.12,0,0,8,0,0,1,False,False,True,False,False,0,6.0,38.0,101.0,103.57142857142857,0.0,-4.000000000000007
2022-08-01,S004,P0005,285,178,20.76,5,0,8,0,0,1,False,False,False,False,True,2,224.0,111.0,71.71428571428571,99.92857142857143,1.038,-2.5600000000000023
2022-08-01,S004,P0006,279,171,56.42,0,0,8,0,0,1,True,False,False,False,False,3,70.0,80.0,66.14285714285714,92.0,0.0,1.6400000000000006
2022-08-01,S004,P0007,388,258,82.69,5,0,8,0,0,1,True,False,False,False,False,1,0.0,114.0,130.0,161.0,4.1345,1.1299999999999955
2022-08-01,S004,P0008,266,126,56.39,20,1,8,0,0,1,True,False,False,False,False,3,330.0,176.0,138.85714285714286,127.64285714285714,11.278,-0.490000000000002
2022-08-01,S004,P0009,374,14,12.28,10,1,8,0,0,1,True,False,False,False,False,3,442.0,265.0,170.57142857142858,154.07142857142858,1.228,-4.219999999999999
2022-08-01,S004,P0010,293,16,70.77,10,1,8,0,0,1,False,False,False,False,True,1,123.0,50.0,167.0,149.28571428571428,7.077,-3.1099999999999994
2022-08-01,S004,P0011,373,291,89.03,10,0,8,0,0,1,False,False,True,False,False,0,239.0,179.0,133.85714285714286,126.5,8.903,-0.6500000000000057
2022-08-01,S004,P0012,308,121,77.43,10,1,8,0,0,1,False,False,False,True,False,1,167.0,47.0,132.57142857142858,128.57142857142858,7.743000000000001,-4.110000000000014
2022-08-01,S004,P0013,359,329,33.56,0,1,8,0,0,1,False,False,False,True,False,2,291.0,4.0,132.14285714285714,157.57142857142858,0.0,1.2999999999999972
2022-08-01,S004,P0014,77,0,25.1,5,0,8,0,0,1,False,False,False,False,True,1,229.0,270.0,226.42857142857142,172.5,1.2550000000000001,1.3699999999999974
2022-08-01,S004,P0015,156,102,80.05,20,1,8,0,0,1,False,False,True,False,False,3,180.0,138.0,124.42857142857143,129.85714285714286,16.01,-2.8999999999999915
2022-08-01,S004,P0016,229,123,39.5,20,1,8,0,0,1,False,True,False,False,False,0,40.0,339.0,113.42857142857143,136.64285714285714,7.9,-3.710000000000001
2022-08-01,S004,P0017,395,182,78.23,20,0,8,0,0,1,False,False,False,True,False,1,6.0,40.0,123.57142857142857,147.28571428571428,15.646,-4.240000000000009
2022-08-01,S004,P0018,65,19,67.89,15,1,8,0,0,1,False,True,False,False,False,1,107.0,20.0,74.57142857142857,140.78571428571428,10.1835,1.4599999999999937
2022-08-01,S004,P0019,136,22,25.2,0,0,8,0,0,1,False,False,True,False,False,0,124.0,102.0,186.28571428571428,127.07142857142857,0.0,1.3000000000000007
2022-08-01,S004,P0020,140,60,25.66,15,1,8,0,0,1,False,False,False,True,False,3,227.0,164.0,190.28571428571428,185.0,3.8489999999999998,4.129999999999999
2022-08-01,S005,P0001,256,242,58.1,20,1,8,0,0,1,False,False,False,False,True,0,181.0,338.0,200.0,162.5,11.620000000000001,-0.980000000000004
2022-08-01,S005,P0002,156,18,27.32,5,1,8,0,0,1,False,True,False,False,False,1,40.0,218.0,131.42857142857142,136.0,1.366,4.669999999999998
2022-08-01,S005,P0003,175,131,74.69,0,1,8,0,0,1,True,False,False,False,False,1,64.0,237.0,117.42857142857143,163.64285714285714,0.0,-4.170000000000002
2022-08-01,S005,P0004,434,240,98.34,10,1,8,0,0,1,False,True,False,False,False,3,33.0,202.0,87.85714285714286,94.78571428571429,9.834000000000001,1.0799999999999983
2022-08-01,S005,P0005,137,86,14.68,0,1,8,0,0,1,False,False,True,False,False,2,166.0,370.0,197.14285714285714,154.07142857142858,0.0,-3.1400000000000006
2022-08-01,S005,P0006,373,247,19.2,10,0,8,0,0,1,False,False,False,True,False,2,251.0,27.0,108.57142857142857,105.28571428571429,1.92,-3.120000000000001
2022-08-01,S005,P0007,212,188,87.44,0,1,8,0,0,1,False,False,False,False,True,1,273.0,73.0,140.28571428571428,132.42857142857142,0.0,4.560000000000002
2022-08-01,S005,P0008,253,36,29.79,15,0,8,0,0,1,False,False,True,False,False,0,67.0,92.0,91.42857142857143,122.35714285714286,4.4685,0.6300000000000026
2022-08-01,S005,P0009,298,46,60.36,0,1,8,0,0,1,False,False,True,False,False,0,33.0,108.0,112.85714285714286,121.92857142857143,0.0,-0.5
2022-08-01,S005,P0010,299,51,18.46,5,1,8,0,0,1,False,False,True,False,False,3,32.0,63.0,147.28571428571428,143.71428571428572,0.923,-2.880000000000001
2022-08-01,S005,P0011,279,88,79.24,0,1,8,0,0,1,False,True,False,False,False,1,23.0,32.0,64.71428571428571,100.71428571428571,0.0,-4.780000000000001
2022-08-01,S005,P0012,254,168,15.44,5,1,8,0,0,1,True,False,False,False,False,3,30.0,132.0,83.85714285714286,155.42857142857142,0.772,0.7700000000000014
2022-08-01,S005,P0013,469,325,98.88,0,0,8,0,0,1,False,False,True,False,False,0,56.0,111.0,178.57142857142858,189.92857142857142,0.0,2.1200000000000045
2022-08-01,S005,P0014,279,105,85.44,0,1,8,0,0,1,True,False,False,False,False,0,58.0,278.0,202.71428571428572,171.42857142857142,0.0,-2.319999999999993
2022-08-01,S005,P0015,74,9,41.47,20,1,8,0,0,1,False,False,False,True,False,3,230.0,124.0,169.85714285714286,179.14285714285714,8.294,-0.5899999999999963
2022-08-01,S005,P0016,486,404,93.83,0,0,8,0,0,1,False,False,False,True,False,3,173.0,75.0,127.85714285714286,171.21428571428572,0.0,3.510000000000005
2022-08-01,S005,P0017,202,133,38.68,0,0,8,0,0,1,False,False,False,True,False,1,44.0,30.0,110.57142857142857,136.92857142857142,0.0,-4.149999999999999
2022-08-01,S005,P0018,109,2,34.66,20,1,8,0,0,1,True,False,False,False,False,2,290.0,30.0,79.28571428571429,120.0,6.9319999999999995,-4.229999999999997
2022-08-01,S005,P0019,318,149,22.88,15,0,8,0,0,1,True,False,False,False,False,2,119.0,352.0,119.71428571428571,151.71428571428572,3.432,-1.3999999999999986
